report id,entity type,entity value,matched ioc id,feed confidence,feed first seen,feed tactic,analytical relevance
TRN01132,domain,node-1132-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01134,ipv4,198.51.100.35,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01134,domain,node-1134-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01138,ipv4,198.51.100.39,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01138,domain,node-1138-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01138,hash,6878cddc9726d88d69c2,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01138,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01139,ipv4,198.51.100.40,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01139,domain,node-1139-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01139,hash,227f775634b56de86eb7,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01139,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01140,ipv4,198.51.100.41,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01140,domain,node-1140-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01147,ipv4,198.51.100.48,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01147,domain,node-1147-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01148,ipv4,198.51.100.49,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01148,domain,node-1148-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01148,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01150,ipv4,198.51.100.51,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01150,domain,node-1150-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01150,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01151,ipv4,198.51.100.52,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01151,domain,node-1151-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01151,hash,8a40f50745bdb1a59909,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01153,ipv4,198.51.100.54,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01153,domain,node-1153-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01154,ipv4,198.51.100.55,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01154,domain,node-1154-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01156,ipv4,198.51.100.57,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01156,domain,node-1156-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01156,hash,99e0ad681bc88b873aa6,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01156,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01161,ipv4,198.51.100.62,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01161,domain,node-1161-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01162,ipv4,198.51.100.63,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01162,domain,node-1162-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01162,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01167,ipv4,198.51.100.68,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01167,domain,node-1167-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01168,ipv4,198.51.100.69,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01168,domain,node-1168-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01168,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01169,ipv4,198.51.100.70,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01169,domain,node-1169-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01170,ipv4,198.51.100.71,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01170,domain,node-1170-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01172,ipv4,198.51.100.73,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01172,domain,node-1172-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01172,hash,2d21dbf7d7cc8c60a446,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01172,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01173,ipv4,198.51.100.74,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01173,domain,node-1173-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01174,ipv4,198.51.100.75,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01174,domain,node-1174-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01174,hash,f2db6476120e45b581d5,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01174,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01175,ipv4,198.51.100.76,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01175,domain,node-1175-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01175,hash,9db8848f46f09070fc95,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01175,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01177,ipv4,198.51.100.78,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01177,domain,node-1177-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01177,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01183,ipv4,198.51.100.84,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01183,domain,node-1183-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01185,ipv4,198.51.100.86,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01185,domain,node-1185-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01186,ipv4,198.51.100.87,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01186,domain,node-1186-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01187,ipv4,198.51.100.88,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01187,domain,node-1187-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01193,ipv4,198.51.100.94,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01193,domain,node-1193-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01195,ipv4,198.51.100.96,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01195,domain,node-1195-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01197,ipv4,198.51.100.98,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01197,domain,node-1197-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01200,ipv4,198.51.100.101,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01200,domain,node-1200-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01204,ipv4,198.51.100.105,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01204,domain,node-1204-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01205,ipv4,198.51.100.106,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01205,domain,node-1205-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01205,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01211,ipv4,198.51.100.112,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01211,domain,node-1211-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01211,hash,591a765406fb219cd260,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01211,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01212,ipv4,198.51.100.113,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01212,domain,node-1212-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01215,ipv4,198.51.100.116,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01215,domain,node-1215-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01215,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01219,ipv4,198.51.100.120,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01219,domain,node-1219-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01220,ipv4,198.51.100.121,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01220,domain,node-1220-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01220,hash,22459a1cb31c159e7d69,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01220,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01222,ipv4,198.51.100.123,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01222,domain,node-1222-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01229,ipv4,198.51.100.130,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01229,domain,node-1229-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01230,ipv4,198.51.100.131,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01230,domain,node-1230-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01231,ipv4,198.51.100.132,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01231,domain,node-1231-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01232,ipv4,198.51.100.133,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01232,domain,node-1232-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01232,hash,9e465bc3216399efac1a,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01232,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01234,ipv4,198.51.100.135,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01234,domain,node-1234-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01234,hash,9fd040adebb326413c58,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01242,ipv4,198.51.100.143,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01242,domain,node-1242-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01242,hash,97d2bce16bb7264d5c3b,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01244,ipv4,198.51.100.145,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01244,domain,node-1244-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01244,hash,450626244fbde566b653,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01244,threat_actor,Kalahari Jackal,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01245,ipv4,198.51.100.146,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01245,domain,node-1245-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01246,ipv4,198.51.100.147,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01246,domain,node-1246-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01248,ipv4,198.51.100.149,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01248,domain,node-1248-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01251,ipv4,198.51.100.152,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01251,domain,node-1251-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01252,ipv4,198.51.100.153,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01252,domain,node-1252-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01252,hash,42983693745c6261f2a6,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01252,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01256,ipv4,198.51.100.157,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01256,domain,node-1256-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01256,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01260,ipv4,198.51.100.161,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01260,domain,node-1260-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01261,ipv4,198.51.100.162,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01261,domain,node-1261-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01270,ipv4,198.51.100.171,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01270,domain,node-1270-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01270,hash,0bd8851dafd7d6f85201,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01270,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01273,ipv4,198.51.100.174,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01273,domain,node-1273-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01273,hash,943172e960a704c101d7,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01273,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01275,ipv4,198.51.100.176,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01275,domain,node-1275-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01278,ipv4,198.51.100.179,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01278,domain,node-1278-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01278,hash,cd2feefdf274bbb36f98,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01284,ipv4,198.51.100.185,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01284,domain,node-1284-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01285,ipv4,198.51.100.186,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01285,domain,node-1285-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01285,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01290,ipv4,198.51.100.191,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01290,domain,node-1290-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01291,ipv4,198.51.100.192,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01291,domain,node-1291-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01291,hash,4527adddb386ec69f3fd,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01297,ipv4,198.51.100.198,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01297,domain,node-1297-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01297,hash,e62808f1f2abe2eb2c08,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01297,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01303,ipv4,198.51.100.204,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01303,domain,node-1303-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01306,ipv4,198.51.100.207,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01306,domain,node-1306-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01306,hash,6ac092123665a1566c28,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01306,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01310,ipv4,198.51.100.211,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01310,domain,node-1310-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01314,ipv4,198.51.100.215,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01314,domain,node-1314-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01315,ipv4,198.51.100.216,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01315,domain,node-1315-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01315,hash,19807d096e960dc82e73,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01315,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01321,ipv4,198.51.100.2,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01321,domain,node-1321-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01321,hash,54dac7ca71aed99ff81f,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01321,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01323,ipv4,198.51.100.4,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01323,domain,node-1323-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01323,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01325,ipv4,198.51.100.6,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01325,domain,node-1325-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01326,ipv4,198.51.100.7,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01326,domain,node-1326-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01326,hash,02586e04423b7e8bb11e,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01326,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01328,ipv4,198.51.100.9,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01328,domain,node-1328-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01328,hash,07de8265c69993f5210d,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01328,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01331,ipv4,198.51.100.12,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01331,domain,node-1331-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01332,ipv4,198.51.100.13,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01332,domain,node-1332-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01333,ipv4,198.51.100.14,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01333,domain,node-1333-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01333,hash,edc7a9b2c48c59cac681,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01333,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01334,ipv4,198.51.100.15,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01334,domain,node-1334-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01335,ipv4,198.51.100.16,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01335,domain,node-1335-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01336,ipv4,198.51.100.17,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01336,domain,node-1336-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01340,ipv4,198.51.100.21,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01340,domain,node-1340-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01340,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01346,ipv4,198.51.100.27,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01346,domain,node-1346-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01346,hash,7c67d65f3be68b8f06c8,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01346,threat_actor,Red Kudu,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01347,ipv4,198.51.100.28,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01347,domain,node-1347-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01347,hash,854bbbb1e45036b9216d,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01348,ipv4,198.51.100.29,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01348,domain,node-1348-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01349,ipv4,198.51.100.30,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01349,domain,node-1349-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01350,ipv4,198.51.100.31,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01350,domain,node-1350-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01353,ipv4,198.51.100.34,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01353,domain,node-1353-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01353,hash,efd03db24df797909cb3,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01353,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01357,ipv4,198.51.100.38,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01357,domain,node-1357-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01359,ipv4,198.51.100.40,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01359,domain,node-1359-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01359,hash,4b453c72348737da965d,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01359,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01361,ipv4,198.51.100.42,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01361,domain,node-1361-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01363,ipv4,198.51.100.44,IOC9003,High,16/10/2026,Command and Control,High - matched external IOC (high confidence)
TRN01363,domain,node-1363-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01363,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01371,ipv4,198.51.100.52,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01371,domain,node-1371-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01373,ipv4,198.51.100.54,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01373,domain,node-1373-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01378,ipv4,198.51.100.59,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01378,domain,node-1378-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01382,ipv4,198.51.100.63,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01382,domain,node-1382-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01382,hash,906c33f08172fbf5d527,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01382,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01383,ipv4,198.51.100.64,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01383,domain,node-1383-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01386,ipv4,198.51.100.67,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01386,domain,node-1386-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01386,malware,Sandstorm Loader,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01395,ipv4,198.51.100.76,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01395,domain,node-1395-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01402,ipv4,198.51.100.83,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01402,domain,node-1402-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01403,ipv4,198.51.100.84,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01403,domain,node-1403-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01408,ipv4,198.51.100.89,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01408,domain,node-1408-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01409,ipv4,198.51.100.90,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01409,domain,node-1409-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01410,ipv4,198.51.100.91,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01410,domain,node-1410-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01410,hash,825a805382a487535177,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01410,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01411,ipv4,198.51.100.92,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01411,domain,node-1411-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01412,ipv4,198.51.100.93,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01412,domain,node-1412-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01415,ipv4,198.51.100.96,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01415,domain,node-1415-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01415,hash,b2f59921a083c0ecab3f,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01417,ipv4,198.51.100.98,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01417,domain,node-1417-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01420,ipv4,198.51.100.101,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01420,domain,node-1420-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01425,ipv4,198.51.100.106,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01425,domain,node-1425-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01425,hash,35a2d42cb12ae422e3c9,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01425,threat_actor,Night Heron,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01427,ipv4,198.51.100.108,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01427,domain,node-1427-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01427,hash,b801c98da2282094495e,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01427,threat_actor,Copper Dune,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01429,ipv4,198.51.100.110,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01429,domain,node-1429-sync.example,,,,,"Unconfirmed - internal-only entity, no external IOC match"
TRN01430,ipv4,198.51.100.111,,,,,"Unconfirmed - internal-only entity, no external IOC match"
